UnitID,State_Abbr
164216,MD
236939,WA
179867,MO
392840,TN
229780,TX
181783,NE
172644,MI
216694,PA
229799,TX
197221,NY
138293,FL
230782,UT
179894,MO
190424,NY
220206,TN
168218,MA
197230,NY
236975,WA
168227,MA
176451,MS
131098,DE
131973,DC
141325,GA
130697,CT
216764,PA
237932,WV
125471,CA
229814,TX
237880,WV
237899,WV
238032,WV
237686,WV
237905,WV
237950,WV
237969,WV
200004,NC
128391,CO
130776,CT
433387,UT
149772,IL
157951,KY
172699,MI
490373,MI
172477,MI
182564,NV
168254,MA
188304,NM
210429,OR
210368,OR
172705,MI
112525,CA
237011,WA
168263,MA
179946,MO
230807,UT
216807,PA
216816,PA
125718,CA
125727,CA
237039,WA
149781,IL
168281,MA
238078,WV
237057,WA
125763,CA
237066,WA
475200,WA
156125,KS
216852,PA
206491,OH
229887,TX
216931,PA
210401,OR
231624,VA
176479,MS
166717,MA
122728,CA
179955,MO
187444,NJ
199272,NC
154590,IA
179964,MO
107877,AR
168342,MA
443340,TN
206507,OH
131113,DE
217013,PA
206516,OH
199962,NC
175272,MN
199999,NC
218964,SC
240338,WI
240213,WI
206525,OH
218973,SC
491631,MD
442064,PA
488907,NV
125897,CA
168421,MA
168430,MA
401223,CA
486460,WI
206613,OH
206604,OH
206622,OH
160904,LA
237109,WA
130794,CT
180717,MT
490319,NJ
491622,NJ
434937,MD
420325,NY
197647,NY
493716,NJ
491914,NJ
375230,NY
491640,NJ
481410,NY
491710,NJ
247773,MI
493707,NJ
488350,NJ
491613,NJ
476692,NJ
197601,NY
491057,NY
190752,NY
455257,NY
197674,NY
493594,NY
431983,NY
126076,CA
490504,NY
486017,NY
490276,NY
197692,NY
441609,NY
486026,NY
451398,NJ
197708,NY
494737,NY
481438,NJ
487746,NY
363712,FL
451370,NJ
491765,NJ
488101,NY
405058,NY
493664,NY
217040,PA
197735,NY
197744,NY
401250,CA
181853,NE
217059,PA
141361,GA
206695,OH
204255,OH
458575,CA
